Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Other,181,118,299,Hsinbo(ST),MMR001001
 Total,4398,3951,8349,Hsinbo(ST),MMR001001
 Employee (Government),55,58,113,Hsadone(ST),MMR001002
" Employee (Private, Org)",215,60,275,Hsadone(ST),MMR001002
 Employer,26,17,43,Hsadone(ST),MMR001002
 Own account worker,1593,607,2200,Hsadone(ST),MMR001002
 Contributing family worker,449,664,1113,Hsadone(ST),MMR001002
 Sought work,206,188,394,Hsadone(ST),MMR001002
 Did not seek work,18,17,35,Hsadone(ST),MMR001002
 Full time student,1025,1042,2067,Hsadone(ST),MMR001002
 Household work,134,1083,1217,Hsadone(ST),MMR001002
" Pensioner, retired, elderly person",124,196,320,Hsadone(ST),MMR001002
" Ill, disabled",33,31,64,Hsadone(ST),MMR001002
 Other,115,72,187,Hsadone(ST),MMR001002
 Total,3993,4035,8028,Hsadone(ST),MMR001002
 Employee (Government),291,34,325,Kanpaikti(ST),MMR001002
" Employee (Private, Org)",221,135,356,Kanpaikti(ST),MMR001002
 Employer,32,9,41,Kanpaikti(ST),MMR001002
 Own account worker,1190,311,1501,Kanpaikti(ST),MMR001002
 Contributing family worker,691,949,1640,Kanpaikti(ST),MMR001002
 Sought work,159,100,259,Kanpaikti(ST),MMR001002
 Did not seek work,11,14,25,Kanpaikti(ST),MMR001002
 Full time student,612,531,1143,Kanpaikti(ST),MMR001002
 Household work,134,863,997,Kanpaikti(ST),MMR001002
" Pensioner, retired, elderly person",86,131,217,Kanpaikti(ST),MMR001002
" Ill, disabled",15,16,31,Kanpaikti(ST),MMR001002
 Other,157,101,258,Kanpaikti(ST),MMR001002
 Total,3599,3194,6793,Kanpaikti(ST),MMR001002
 Employee (Government),80,50,130,Shinbwayyan(ST),MMR001004
" Employee (Private, Org)",1147,184,1331,Shinbwayyan(ST),MMR001004
 Employer,172,20,192,Shinbwayyan(ST),MMR001004
 Own account worker,2010,794,2804,Shinbwayyan(ST),MMR001004
 Contributing family worker,336,493,829,Shinbwayyan(ST),MMR001004
 Sought work,67,18,85,Shinbwayyan(ST),MMR001004
 Did not seek work,62,5,67,Shinbwayyan(ST),MMR001004
 Full time student,687,690,1377,Shinbwayyan(ST),MMR001004
 Household work,103,1430,1533,Shinbwayyan(ST),MMR001004
" Pensioner, retired, elderly person",68,152,220,Shinbwayyan(ST),MMR001004
" Ill, disabled",17,13,30,Shinbwayyan(ST),MMR001004
 Other,73,34,107,Shinbwayyan(ST),MMR001004
 Total,4822,3883,8705,Shinbwayyan(ST),MMR001004
 Employee (Government),273,32,305,Panwa(ST),MMR001005
" Employee (Private, Org)",231,111,342,Panwa(ST),MMR001005
 Employer,23,16,39,Panwa(ST),MMR001005
 Own account worker,1053,592,1645,Panwa(ST),MMR001005
 Contributing family worker,559,566,1125,Panwa(ST),MMR001005
 Sought work,315,158,473,Panwa(ST),MMR001005
 Did not seek work,37,18,55,Panwa(ST),MMR001005
 Full time student,567,462,1029,Panwa(ST),MMR001005
 Household work,62,854,916,Panwa(ST),MMR001005
" Pensioner, retired, elderly person",65,118,183,Panwa(ST),MMR001005
" Ill, disabled",44,40,84,Panwa(ST),MMR001005
 Other,120,108,228,Panwa(ST),MMR001005
 Total,3349,3075,6424,Panwa(ST),MMR001005
 Employee (Government),2385,2083,4468,Mohnyin,MMR001007
" Employee (Private, Org)",12089,4009,16098,Mohnyin,MMR001007
 Employer,2053,660,2713,Mohnyin,MMR001007
 Own account worker,20501,9327,29828,Mohnyin,MMR001007
 Contributing family worker,5784,5925,11709,Mohnyin,MMR001007
 Sought work,1619,1206,2825,Mohnyin,MMR001007
 Did not seek work,261,125,386,Mohnyin,MMR001007
 Full time student,11273,13277,24550,Mohnyin,MMR001007
 Household work,654,23281,23935,Mohnyin,MMR001007
" Pensioner, retired, elderly person",2609,5019,7628,Mohnyin,MMR001007
" Ill, disabled",319,305,624,Mohnyin,MMR001007
 Other,3061,1058,4119,Mohnyin,MMR001007
 Total,62608,66275,128883,Mohnyin,MMR001007
 Employee (Government),2768,1469,4237,Mogaung,MMR001008
" Employee (Private, Org)",7637,2820,10457,Mogaung,MMR001008
 Employer,1587,485,2072,Mogaung,MMR001008
 Own account worker,16772,8352,25124,Mogaung,MMR001008
 Contributing family worker,4630,3943,8573,Mogaung,MMR001008
 Sought work,1665,907,2572,Mogaung,MMR001008
 Did not seek work,508,259,767,Mogaung,MMR001008
 Full time student,9601,11234,20835,Mogaung,MMR001008
 Household work,608,21427,22035,Mogaung,MMR001008
" Pensioner, retired, elderly person",1911,3912,5823,Mogaung,MMR001008
" Ill, disabled",322,311,633,Mogaung,MMR001008
 Other,1308,579,1887,Mogaung,MMR001008
 Total,49317,55698,105015,Mogaung,MMR001008
 Employee (Government),1320,1054,2374,Phakant,MMR001009
" Employee (Private, Org)",78694,10495,89189,Phakant,MMR001009
 Employer,6339,1277,7616,Phakant,MMR001009
 Own account worker,60534,15178,75712,Phakant,MMR001009
 Contributing family worker,6762,4771,11533,Phakant,MMR001009
 Sought work,2651,917,3568,Phakant,MMR001009
 Did not seek work,299,102,401,Phakant,MMR001009
 Full time student,13928,13673,27601,Phakant,MMR001009
 Household work,1154,36775,37929,Phakant,MMR001009
" Pensioner, retired, elderly person",1399,2690,4089,Phakant,MMR001009
" Ill, disabled",247,249,496,Phakant,MMR001009
 Other,5587,2866,8453,Phakant,MMR001009
 Total,178914,90047,268961,Phakant,MMR001009
 Employee (Government),896,799,1695,Hopin(ST),MMR001007
" Employee (Private, Org)",2876,935,3811,Hopin(ST),MMR001007
 Employer,639,264,903,Hopin(ST),MMR001007
 Own account worker,6142,3542,9684,Hopin(ST),MMR001007
 Contributing family worker,1610,2160,3770,Hopin(ST),MMR001007
 Sought work,563,485,1048,Hopin(ST),MMR001007
 Did not seek work,53,27,80,Hopin(ST),MMR001007
 Full time student,3679,4332,8011,Hopin(ST),MMR001007
 Household work,272,6944,7216,Hopin(ST),MMR001007
" Pensioner, retired, elderly person",705,1443,2148,Hopin(ST),MMR001007
" Ill, disabled",131,175,306,Hopin(ST),MMR001007
 Other,544,291,835,Hopin(ST),MMR001007
 Total,18110,21397,39507,Hopin(ST),MMR001007
 Employee (Government),108,135,243,Kamine(ST),MMR001009
" Employee (Private, Org)",995,235,1230,Kamine(ST),MMR001009
 Employer,210,47,257,Kamine(ST),MMR001009
 Own account worker,2801,837,3638,Kamine(ST),MMR001009
 Contributing family worker,446,324,770,Kamine(ST),MMR001009
 Sought work,434,123,557,Kamine(ST),MMR001009
 Did not seek work,33,8,41,Kamine(ST),MMR001009
 Full time student,1497,1703,3200,Kamine(ST),MMR001009
 Household work,161,3192,3353,Kamine(ST),MMR001009
" Pensioner, retired, elderly person",281,526,807,Kamine(ST),MMR001009
" Ill, disabled",61,80,141,Kamine(ST),MMR001009
 Other,299,161,460,Kamine(ST),MMR001009
 Total,7326,7371,14697,Kamine(ST),MMR001009
 Employee (Government),3183,1992,5175,Bhamo,MMR001010
" Employee (Private, Org)",8054,3720,11774,Bhamo,MMR001010
 Employer,995,463,1458,Bhamo,MMR001010
 Own account worker,18708,12938,31646,Bhamo,MMR001010
 Contributing family worker,5316,5854,11170,Bhamo,MMR001010
 Sought work,1191,707,1898,Bhamo,MMR001010
 Did not seek work,158,79,237,Bhamo,MMR001010
 Full time student,9359,10359,19718,Bhamo,MMR001010
 Household work,859,14556,15415,Bhamo,MMR001010
" Pensioner, retired, elderly person",2288,3980,6268,Bhamo,MMR001010
" Ill, disabled",391,364,755,Bhamo,MMR001010
 Other,2679,1179,3858,Bhamo,MMR001010
 Total,53181,56191,109372,Bhamo,MMR001010
 Employee (Government),1023,841,1864,Shwegu,MMR001011
" Employee (Private, Org)",6354,2861,9215,Shwegu,MMR001011
 Employer,1140,494,1634,Shwegu,MMR001011
 Own account worker,12420,5908,18328,Shwegu,MMR001011
 Contributing family worker,5091,6802,11893,Shwegu,MMR001011
 Sought work,580,572,1152,Shwegu,MMR001011
 Did not seek work,60,28,88,Shwegu,MMR001011
 Full time student,5813,6273,12086,Shwegu,MMR001011
 Household work,305,9612,9917,Shwegu,MMR001011
" Pensioner, retired, elderly person",1380,2427,3807,Shwegu,MMR001011
" Ill, disabled",226,205,431,Shwegu,MMR001011
 Other,1110,290,1400,Shwegu,MMR001011
 Total,35502,36313,71815,Shwegu,MMR001011
 Employee (Government),1217,460,1677,Momauk,MMR001012
" Employee (Private, Org)",1671,927,2598,Momauk,MMR001012
 Employer,1902,510,2412,Momauk,MMR001012
 Own account worker,3970,2974,6944,Momauk,MMR001012
 Contributing family worker,2241,3290,5531,Momauk,MMR001012
 Sought work,333,218,551,Momauk,MMR001012
 Did not seek work,29,21,50,Momauk,MMR001012
 Full time student,3038,3248,6286,Momauk,MMR001012
 Household work,263,3486,3749,Momauk,MMR001012
" Pensioner, retired, elderly person",673,1359,2032,Momauk,MMR001012
" Ill, disabled",153,171,324,Momauk,MMR001012
 Other,462,309,771,Momauk,MMR001012
 Total,15952,16973,32925,Momauk,MMR001012
 Employee (Government),620,455,1075,Mansi,MMR001013
" Employee (Private, Org)",1703,783,2486,Mansi,MMR001013
 Employer,429,278,707,Mansi,MMR001013
 Own account worker,10030,6982,17012,Mansi,MMR001013
 Contributing family worker,1732,2479,4211,Mansi,MMR001013
 Sought work,749,498,1247,Mansi,MMR001013
 Did not seek work,19,20,39,Mansi,MMR001013
 Full time student,3658,3775,7433,Mansi,MMR001013
 Household work,276,4220,4496,Mansi,MMR001013
" Pensioner, retired, elderly person",677,1282,1959,Mansi,MMR001013
" Ill, disabled",157,121,278,Mansi,MMR001013
 Other,481,444,925,Mansi,MMR001013
 Total,20531,21337,41868,Mansi,MMR001013
 Employee (Government),49,26,75,Myohla(ST),MMR001011
" Employee (Private, Org)",214,28,242,Myohla(ST),MMR001011
 Employer,16,3,19,Myohla(ST),MMR001011
 Own account worker,668,220,888,Myohla(ST),MMR001011
 Contributing family worker,270,475,745,Myohla(ST),MMR001011
 Sought work,18,15,33,Myohla(ST),MMR001011
 Did not seek work,1,-,1,Myohla(ST),MMR001011
 Full time student,269,307,576,Myohla(ST),MMR001011
 Household work,2,332,334,Myohla(ST),MMR001011
" Pensioner, retired, elderly person",47,100,147,Myohla(ST),MMR001011
" Ill, disabled",14,6,20,Myohla(ST),MMR001011
 Other,39,13,52,Myohla(ST),MMR001011
 Total,1607,1525,3132,Myohla(ST),MMR001011
 Employee (Government),127,93,220,Lwe`ge`(ST),MMR001012
" Employee (Private, Org)",575,309,884,Lwe`ge`(ST),MMR001012
 Employer,83,54,137,Lwe`ge`(ST),MMR001012
 Own account worker,1535,1112,2647,Lwe`ge`(ST),MMR001012
 Contributing family worker,507,650,1157,Lwe`ge`(ST),MMR001012
 Sought work,88,55,143,Lwe`ge`(ST),MMR001012
 Did not seek work,12,7,19,Lwe`ge`(ST),MMR001012
 Full time student,645,707,1352,Lwe`ge`(ST),MMR001012
 Household work,69,712,781,Lwe`ge`(ST),MMR001012
" Pensioner, retired, elderly person",176,280,456,Lwe`ge`(ST),MMR001012
" Ill, disabled",45,42,87,Lwe`ge`(ST),MMR001012
 Other,123,106,229,Lwe`ge`(ST),MMR001012
 Total,3985,4127,8112,Lwe`ge`(ST),MMR001012
 Employee (Government),265,90,355,Dotphoneyan(ST),MMR001012
" Employee (Private, Org)",519,248,767,Dotphoneyan(ST),MMR001012
 Employer,39,12,51,Dotphoneyan(ST),MMR001012
 Own account worker,1346,327,1673,Dotphoneyan(ST),MMR001012
 Contributing family worker,1217,1371,2588,Dotphoneyan(ST),MMR001012
 Sought work,62,32,94,Dotphoneyan(ST),MMR001012
 Did not seek work,9,4,13,Dotphoneyan(ST),MMR001012
 Full time student,751,668,1419,Dotphoneyan(ST),MMR001012
 Household work,105,1213,1318,Dotphoneyan(ST),MMR001012
" Pensioner, retired, elderly person",142,308,450,Dotphoneyan(ST),MMR001012
" Ill, disabled",25,42,67,Dotphoneyan(ST),MMR001012
 Other,127,63,190,Dotphoneyan(ST),MMR001012
 Total,4607,4378,8985,Dotphoneyan(ST),MMR001012
 Employee (Government),1301,605,1906,Putao,MMR001014
" Employee (Private, Org)",2941,1755,4696,Putao,MMR001014
 Employer,113,60,173,Putao,MMR001014
 Own account worker,6229,2265,8494,Putao,MMR001014
 Contributing family worker,3099,2277,5376,Putao,MMR001014
 Sought work,572,323,895,Putao,MMR001014
 Did not seek work,346,172,518,Putao,MMR001014
 Full time student,5452,5850,11302,Putao,MMR001014
 Household work,856,8168,9024,Putao,MMR001014
" Pensioner, retired, elderly person",798,1229,2027,Putao,MMR001014
" Ill, disabled",204,246,450,Putao,MMR001014
 Other,208,109,317,Putao,MMR001014
 Total,22119,23059,45178,Putao,MMR001014
 Employee (Government),98,59,157,Sumprabum,MMR001015
" Employee (Private, Org)",106,18,124,Sumprabum,MMR001015
 Employer,9,5,14,Sumprabum,MMR001015
 Own account worker,370,295,665,Sumprabum,MMR001015
 Contributing family worker,63,22,85,Sumprabum,MMR001015
 Sought work,19,6,25,Sumprabum,MMR001015
 Did not seek work,2,-,2,Sumprabum,MMR001015
 Full time student,211,249,460,Sumprabum,MMR001015
 Household work,55,224,279,Sumprabum,MMR001015
" Pensioner, retired, elderly person",19,40,59,Sumprabum,MMR001015
" Ill, disabled",2,8,10,Sumprabum,MMR001015
 Other,14,8,22,Sumprabum,MMR001015
 Total,968,934,1902,Sumprabum,MMR001015
 Employee (Government),360,200,560,Machanbaw,MMR001016
" Employee (Private, Org)",240,64,304,Machanbaw,MMR001016
 Employer,27,12,39,Machanbaw,MMR001016
 Own account worker,1248,639,1887,Machanbaw,MMR001016
 Contributing family worker,377,530,907,Machanbaw,MMR001016
 Sought work,59,27,86,Machanbaw,MMR001016
 Did not seek work,3,4,7,Machanbaw,MMR001016
 Full time student,672,738,1410,Machanbaw,MMR001016
 Household work,30,794,824,Machanbaw,MMR001016
" Pensioner, retired, elderly person",92,136,228,Machanbaw,MMR001016
" Ill, disabled",57,45,102,Machanbaw,MMR001016
 Other,50,27,77,Machanbaw,MMR001016
 Total,3215,3216,6431,Machanbaw,MMR001016
 Employee (Government),86,34,120,Khaunglanphoo,MMR001018
" Employee (Private, Org)",52,12,64,Khaunglanphoo,MMR001018
 Employer,64,13,77,Khaunglanphoo,MMR001018
 Own account worker,1703,280,1983,Khaunglanphoo,MMR001018
 Contributing family worker,1091,620,1711,Khaunglanphoo,MMR001018
 Sought work,61,57,118,Khaunglanphoo,MMR001018
 Did not seek work,23,18,41,Khaunglanphoo,MMR001018
 Full time student,1425,1379,2804,Khaunglanphoo,MMR001018
 Household work,83,2004,2087,Khaunglanphoo,MMR001018
" Pensioner, retired, elderly person",176,205,381,Khaunglanphoo,MMR001018
" Ill, disabled",8,9,17,Khaunglanphoo,MMR001018
 Other,43,48,91,Khaunglanphoo,MMR001018
 Total,4815,4679,9494,Khaunglanphoo,MMR001018
 Employee (Government),216,135,351,Naungmoon,MMR001017
" Employee (Private, Org)",97,39,136,Naungmoon,MMR001017
 Employer,1,3,4,Naungmoon,MMR001017
 Own account worker,592,137,729,Naungmoon,MMR001017
 Contributing family worker,77,267,344,Naungmoon,MMR001017
 Sought work,284,130,414,Naungmoon,MMR001017
 Did not seek work,9,9,18,Naungmoon,MMR001017
 Full time student,542,558,1100,Naungmoon,MMR001017
 Household work,37,591,628,Naungmoon,MMR001017
" Pensioner, retired, elderly person",63,59,122,Naungmoon,MMR001017
" Ill, disabled",17,36,53,Naungmoon,MMR001017
 Other,17,6,23,Naungmoon,MMR001017
 Total,1952,1970,3922,Naungmoon,MMR001017
 Employee (Government),31,14,45,Pannandin(ST),MMR001017
" Employee (Private, Org)",63,22,85,Pannandin(ST),MMR001017
 Employer,1,-,1,Pannandin(ST),MMR001017
 Own account worker,210,52,262,Pannandin(ST),MMR001017
 Contributing family worker,86,208,294,Pannandin(ST),MMR001017
 Sought work,53,19,72,Pannandin(ST),MMR001017
 Did not seek work,4,2,6,Pannandin(ST),MMR001017
 Full time student,149,130,279,Pannandin(ST),MMR001017
 Household work,30,89,119,Pannandin(ST),MMR001017
" Pensioner, retired, elderly person",20,28,48,Pannandin(ST),MMR001017
" Ill, disabled",8,2,10,Pannandin(ST),MMR001017
 Other,1,1,2,Pannandin(ST),MMR001017
 Total,656,567,1223,Pannandin(ST),MMR001017
 Employee (Government),3955,3200,7155,Loikaw,MMR002001
" Employee (Private, Org)",9627,3683,13310,Loikaw,MMR002001
 Employer,1413,499,1912,Loikaw,MMR002001
 Own account worker,14946,10537,25483,Loikaw,MMR002001
 Contributing family worker,4733,5393,10126,Loikaw,MMR002001
 Sought work,1113,745,1858,Loikaw,MMR002001
 Did not seek work,227,125,352,Loikaw,MMR002001
 Full time student,8847,10096,18943,Loikaw,MMR002001
 Household work,480,13906,14386,Loikaw,MMR002001
" Pensioner, retired, elderly person",2222,2812,5034,Loikaw,MMR002001
" Ill, disabled",399,322,721,Loikaw,MMR002001
 Other,1765,817,2582,Loikaw,MMR002001
 Total,49727,52135,101862,Loikaw,MMR002001
 Employee (Government),988,890,1878,Dimawso,MMR002002
" Employee (Private, Org)",2691,1376,4067,Dimawso,MMR002002
 Employer,424,188,612,Dimawso,MMR002002
 Own account worker,9933,6755,16688,Dimawso,MMR002002
 Contributing family worker,5452,5845,11297,Dimawso,MMR002002
 Sought work,765,515,1280,Dimawso,MMR002002
 Did not seek work,178,114,292,Dimawso,MMR002002
 Full time student,5220,5649,10869,Dimawso,MMR002002
 Household work,766,7012,7778,Dimawso,MMR002002
" Pensioner, retired, elderly person",1089,1321,2410,Dimawso,MMR002002
" Ill, disabled",253,257,510,Dimawso,MMR002002
 Other,494,266,760,Dimawso,MMR002002
 Total,28253,30188,58441,Dimawso,MMR002002
 Employee (Government),807,301,1108,Phruso,MMR002003
" Employee (Private, Org)",634,201,835,Phruso,MMR002003
 Employer,60,59,119,Phruso,MMR002003
 Own account worker,3803,3642,7445,Phruso,MMR002003
 Contributing family worker,2495,3246,5741,Phruso,MMR002003
 Sought work,158,106,264,Phruso,MMR002003
 Did not seek work,51,15,66,Phruso,MMR002003
 Full time student,1772,1903,3675,Phruso,MMR002003
 Household work,192,932,1124,Phruso,MMR002003
" Pensioner, retired, elderly person",270,358,628,Phruso,MMR002003
" Ill, disabled",55,55,110,Phruso,MMR002003
 Other,130,135,265,Phruso,MMR002003
 Total,10427,10953,21380,Phruso,MMR002003
 Employee (Government),156,105,261,Shardaw,MMR002004
" Employee (Private, Org)",100,15,115,Shardaw,MMR002004
 Employer,13,15,28,Shardaw,MMR002004
 Own account worker,1320,1153,2473,Shardaw,MMR002004
 Contributing family worker,415,537,952,Shardaw,MMR002004
 Sought work,30,21,51,Shardaw,MMR002004
 Did not seek work,7,2,9,Shardaw,MMR002004
 Full time student,341,363,704,Shardaw,MMR002004
 Household work,29,179,208,Shardaw,MMR002004
" Pensioner, retired, elderly person",53,94,147,Shardaw,MMR002004
" Ill, disabled",20,21,41,Shardaw,MMR002004
 Other,29,5,34,Shardaw,MMR002004
 Total,2513,2510,5023,Shardaw,MMR002004
 Employee (Government),877,233,1110,Bawlakhe,MMR002005
" Employee (Private, Org)",675,256,931,Bawlakhe,MMR002005
 Employer,56,12,68,Bawlakhe,MMR002005
 Own account worker,1273,741,2014,Bawlakhe,MMR002005
 Contributing family worker,306,396,702,Bawlakhe,MMR002005
 Sought work,33,23,56,Bawlakhe,MMR002005
 Did not seek work,6,5,11,Bawlakhe,MMR002005
 Full time student,428,491,919,Bawlakhe,MMR002005
 Household work,25,736,761,Bawlakhe,MMR002005
" Pensioner, retired, elderly person",98,117,215,Bawlakhe,MMR002005
" Ill, disabled",15,18,33,Bawlakhe,MMR002005
 Other,27,9,36,Bawlakhe,MMR002005
 Total,3819,3037,6856,Bawlakhe,MMR002005
 Employee (Government),621,249,870,Parsaung,MMR002006
" Employee (Private, Org)",3791,993,4784,Parsaung,MMR002006
 Employer,368,84,452,Parsaung,MMR002006
 Own account worker,3239,1495,4734,Parsaung,MMR002006
 Contributing family worker,818,885,1703,Parsaung,MMR002006
 Sought work,110,57,167,Parsaung,MMR002006
 Did not seek work,40,17,57,Parsaung,MMR002006
 Full time student,1429,1537,2966,Parsaung,MMR002006
 Household work,98,2990,3088,Parsaung,MMR002006
" Pensioner, retired, elderly person",250,359,609,Parsaung,MMR002006
" Ill, disabled",38,41,79,Parsaung,MMR002006
 Other,182,125,307,Parsaung,MMR002006
 Total,10984,8832,19816,Parsaung,MMR002006
 Employee (Government),413,91,504,Meisi,MMR002007
" Employee (Private, Org)",446,188,634,Meisi,MMR002007
 Employer,21,11,32,Meisi,MMR002007
 Own account worker,897,285,1182,Meisi,MMR002007
 Contributing family worker,309,522,831,Meisi,MMR002007
 Sought work,48,19,67,Meisi,MMR002007
 Did not seek work,1,3,4,Meisi,MMR002007
 Full time student,323,372,695,Meisi,MMR002007
 Household work,15,616,631,Meisi,MMR002007
" Pensioner, retired, elderly person",46,64,110,Meisi,MMR002007
" Ill, disabled",15,3,18,Meisi,MMR002007
 Other,81,33,114,Meisi,MMR002007
 Total,2615,2207,4822,Meisi,MMR002007
 Employee (Government),219,39,258,Ywathit(ST),MMR002005
" Employee (Private, Org)",114,53,167,Ywathit(ST),MMR002005
 Employer,10,1,11,Ywathit(ST),MMR002005
 Own account worker,532,221,753,Ywathit(ST),MMR002005
 Contributing family worker,65,19,84,Ywathit(ST),MMR002005
 Sought work,7,7,14,Ywathit(ST),MMR002005
 Full time student,125,135,260,Ywathit(ST),MMR002005
 Household work,20,354,374,Ywathit(ST),MMR002005
" Pensioner, retired, elderly person",20,22,42,Ywathit(ST),MMR002005
" Ill, disabled",10,9,19,Ywathit(ST),MMR002005
 Other,58,7,65,Ywathit(ST),MMR002005
 Total,1180,867,2047,Ywathit(ST),MMR002005
 Employee (Government),6389,4978,11367,Hpa-an,MMR003001
" Employee (Private, Org)",22894,9406,32300,Hpa-an,MMR003001
 Employer,3324,1266,4590,Hpa-an,MMR003001
 Own account worker,44730,21673,66403,Hpa-an,MMR003001
 Contributing family worker,10064,13337,23401,Hpa-an,MMR003001
 Sought work,9089,4235,13324,Hpa-an,MMR003001
 Did not seek work,1764,868,2632,Hpa-an,MMR003001
 Full time student,26898,29061,55959,Hpa-an,MMR003001
 Household work,3217,65714,68931,Hpa-an,MMR003001
" Pensioner, retired, elderly person",8241,11143,19384,Hpa-an,MMR003001
" Ill, disabled",1717,1572,3289,Hpa-an,MMR003001
 Other,17453,7934,25387,Hpa-an,MMR003001
 Total,155780,171187,326967,Hpa-an,MMR003001
 Employee (Government),1787,991,2778,Hlaingbwe,MMR003002
" Employee (Private, Org)",7776,2502,10278,Hlaingbwe,MMR003002
