Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,178,2975,3153,Chiphwe,MMR001005
 Child under 10 years,373,2803,3176,Chiphwe,MMR001005
 Total,1567,9736,11303,Chiphwe,MMR001005
 Citizenship Scrutiny Card (pink),220,2877,3097,Hsotlaw,MMR001006
 Naturalised Scrutiny Card (green),-,3,3,Hsotlaw,MMR001006
 National Registration Card (3-fold),2,16,18,Hsotlaw,MMR001006
 Religious card,1,2,3,Hsotlaw,MMR001006
 Temporary Registration Card (white),-,5,5,Hsotlaw,MMR001006
 None,45,1413,1458,Hsotlaw,MMR001006
 Child under 10 years,100,1834,1934,Hsotlaw,MMR001006
 Total,368,6150,6518,Hsotlaw,MMR001006
 Citizenship Scrutiny Card (pink),2295,4273,6568,Hsinbo(ST),MMR001001
 Associate Scrutiny Card (blue),-,3,3,Hsinbo(ST),MMR001001
 Naturalised Scrutiny Card (green),2,5,7,Hsinbo(ST),MMR001001
 National Registration Card (3-fold),2,27,29,Hsinbo(ST),MMR001001
 Religious card,13,24,37,Hsinbo(ST),MMR001001
 Temporary Registration Card (white),40,6,46,Hsinbo(ST),MMR001001
 Foreign Passport,2,-,2,Hsinbo(ST),MMR001001
 None,431,1226,1657,Hsinbo(ST),MMR001001
 Child under 10 years,690,1616,2306,Hsinbo(ST),MMR001001
 Total,3475,7180,10655,Hsinbo(ST),MMR001001
 Citizenship Scrutiny Card (pink),1949,3321,5270,Hsadone(ST),MMR001002
 Associate Scrutiny Card (blue),5,1,6,Hsadone(ST),MMR001002
 Naturalised Scrutiny Card (green),107,49,156,Hsadone(ST),MMR001002
 National Registration Card (3-fold),11,33,44,Hsadone(ST),MMR001002
 Religious card,-,1,1,Hsadone(ST),MMR001002
 Temporary Registration Card (white),41,34,75,Hsadone(ST),MMR001002
 Foreign Registration Card (FRC),20,-,20,Hsadone(ST),MMR001002
 Foreign Passport,113,2,115,Hsadone(ST),MMR001002
 None,547,1794,2341,Hsadone(ST),MMR001002
 Child under 10 years,741,1727,2468,Hsadone(ST),MMR001002
 Total,3534,6962,10496,Hsadone(ST),MMR001002
 Citizenship Scrutiny Card (pink),597,2498,3095,Kanpaikti(ST),MMR001002
 Associate Scrutiny Card (blue),1,7,8,Kanpaikti(ST),MMR001002
 Naturalised Scrutiny Card (green),70,248,318,Kanpaikti(ST),MMR001002
 National Registration Card (3-fold),9,58,67,Kanpaikti(ST),MMR001002
 Temporary Registration Card (white),3,75,78,Kanpaikti(ST),MMR001002
 Foreign Registration Card (FRC),1,9,10,Kanpaikti(ST),MMR001002
 Foreign Passport,26,93,119,Kanpaikti(ST),MMR001002
 None,263,2835,3098,Kanpaikti(ST),MMR001002
 Child under 10 years,183,1706,1889,Kanpaikti(ST),MMR001002
 Total,1153,7529,8682,Kanpaikti(ST),MMR001002
 Citizenship Scrutiny Card (pink),3488,3313,6801,Shinbwayyan(ST),MMR001004
 Naturalised Scrutiny Card (green),7,-,7,Shinbwayyan(ST),MMR001004
 National Registration Card (3-fold),97,27,124,Shinbwayyan(ST),MMR001004
 Religious card,14,5,19,Shinbwayyan(ST),MMR001004
 Temporary Registration Card (white),46,3,49,Shinbwayyan(ST),MMR001004
 Foreign Registration Card (FRC),2,-,2,Shinbwayyan(ST),MMR001004
 Foreign Passport,1,-,1,Shinbwayyan(ST),MMR001004
 None,698,1004,1702,Shinbwayyan(ST),MMR001004
 Child under 10 years,1064,1684,2748,Shinbwayyan(ST),MMR001004
 Total,5417,6036,11453,Shinbwayyan(ST),MMR001004
 Citizenship Scrutiny Card (pink),726,2649,3375,Panwa(ST),MMR001005
 Naturalised Scrutiny Card (green),2,4,6,Panwa(ST),MMR001005
 National Registration Card (3-fold),-,27,27,Panwa(ST),MMR001005
 Religious card,2,-,2,Panwa(ST),MMR001005
 Temporary Registration Card (white),1,9,10,Panwa(ST),MMR001005
 Foreign Registration Card (FRC),40,19,59,Panwa(ST),MMR001005
 Foreign Passport,10,18,28,Panwa(ST),MMR001005
 None,218,2699,2917,Panwa(ST),MMR001005
 Child under 10 years,224,2088,2312,Panwa(ST),MMR001005
 Total,1223,7513,8736,Panwa(ST),MMR001005
 Citizenship Scrutiny Card (pink),21990,72929,94919,Mohnyin,MMR001007
 Associate Scrutiny Card (blue),108,56,164,Mohnyin,MMR001007
 Naturalised Scrutiny Card (green),119,218,337,Mohnyin,MMR001007
 National Registration Card (3-fold),211,1162,1373,Mohnyin,MMR001007
 Religious card,167,814,981,Mohnyin,MMR001007
 Temporary Registration Card (white),78,555,633,Mohnyin,MMR001007
 Foreign Registration Card (FRC),4,5,9,Mohnyin,MMR001007
 Foreign Passport,10,20,30,Mohnyin,MMR001007
 None,5233,25204,30437,Mohnyin,MMR001007
 Child under 10 years,5370,26345,31715,Mohnyin,MMR001007
 Total,33290,127308,160598,Mohnyin,MMR001007
 Citizenship Scrutiny Card (pink),15442,60568,76010,Mogaung,MMR001008
 Associate Scrutiny Card (blue),131,104,235,Mogaung,MMR001008
 Naturalised Scrutiny Card (green),133,153,286,Mogaung,MMR001008
 National Registration Card (3-fold),119,579,698,Mogaung,MMR001008
 Religious card,97,353,450,Mogaung,MMR001008
 Temporary Registration Card (white),157,253,410,Mogaung,MMR001008
 Foreign Registration Card (FRC),17,13,30,Mogaung,MMR001008
 Foreign Passport,6,15,21,Mogaung,MMR001008
 None,4402,22473,26875,Mogaung,MMR001008
 Child under 10 years,4508,23085,27593,Mogaung,MMR001008
 Total,25012,107596,132608,Mogaung,MMR001008
 Citizenship Scrutiny Card (pink),44357,169466,213823,Phakant,MMR001009
 Associate Scrutiny Card (blue),44,210,254,Phakant,MMR001009
 Naturalised Scrutiny Card (green),173,852,1025,Phakant,MMR001009
 National Registration Card (3-fold),710,2199,2909,Phakant,MMR001009
 Religious card,155,470,625,Phakant,MMR001009
 Temporary Registration Card (white),349,4078,4427,Phakant,MMR001009
 Foreign Registration Card (FRC),5,16,21,Phakant,MMR001009
 Foreign Passport,7,37,44,Phakant,MMR001009
 None,7157,38676,45833,Phakant,MMR001009
 Child under 10 years,7166,36151,43317,Phakant,MMR001009
 Total,60123,252155,312278,Phakant,MMR001009
 Citizenship Scrutiny Card (pink),15261,16275,31536,Hopin(ST),MMR001007
 Associate Scrutiny Card (blue),62,4,66,Hopin(ST),MMR001007
 Naturalised Scrutiny Card (green),122,11,133,Hopin(ST),MMR001007
 National Registration Card (3-fold),106,91,197,Hopin(ST),MMR001007
 Religious card,133,156,289,Hopin(ST),MMR001007
 Temporary Registration Card (white),137,72,209,Hopin(ST),MMR001007
 Foreign Registration Card (FRC),13,-,13,Hopin(ST),MMR001007
 Foreign Passport,-,1,1,Hopin(ST),MMR001007
 None,3230,3833,7063,Hopin(ST),MMR001007
 Child under 10 years,4288,4899,9187,Hopin(ST),MMR001007
 Total,23352,25342,48694,Hopin(ST),MMR001007
 Citizenship Scrutiny Card (pink),3309,7175,10484,Kamine(ST),MMR001009
 Associate Scrutiny Card (blue),3,4,7,Kamine(ST),MMR001009
 Naturalised Scrutiny Card (green),18,12,30,Kamine(ST),MMR001009
 National Registration Card (3-fold),36,92,128,Kamine(ST),MMR001009
 Religious card,26,28,54,Kamine(ST),MMR001009
 Temporary Registration Card (white),81,86,167,Kamine(ST),MMR001009
 Foreign Passport,-,1,1,Kamine(ST),MMR001009
 None,887,2939,3826,Kamine(ST),MMR001009
 Child under 10 years,1374,3359,4733,Kamine(ST),MMR001009
 Total,5734,13696,19430,Kamine(ST),MMR001009
 Citizenship Scrutiny Card (pink),37458,44197,81655,Bhamo,MMR001010
 Associate Scrutiny Card (blue),84,32,116,Bhamo,MMR001010
 Naturalised Scrutiny Card (green),167,125,292,Bhamo,MMR001010
 National Registration Card (3-fold),203,549,752,Bhamo,MMR001010
 Religious card,429,324,753,Bhamo,MMR001010
 Temporary Registration Card (white),316,826,1142,Bhamo,MMR001010
 Foreign Registration Card (FRC),21,8,29,Bhamo,MMR001010
 Foreign Passport,18,24,42,Bhamo,MMR001010
 None,9785,14806,24591,Bhamo,MMR001010
 Child under 10 years,10215,16290,26505,Bhamo,MMR001010
 Total,58696,77181,135877,Bhamo,MMR001010
 Citizenship Scrutiny Card (pink),11506,37749,49255,Shwegu,MMR001011
 Associate Scrutiny Card (blue),26,27,53,Shwegu,MMR001011
 Naturalised Scrutiny Card (green),53,74,127,Shwegu,MMR001011
 National Registration Card (3-fold),23,240,263,Shwegu,MMR001011
 Religious card,132,208,340,Shwegu,MMR001011
 Temporary Registration Card (white),32,482,514,Shwegu,MMR001011
 Foreign Registration Card (FRC),10,-,10,Shwegu,MMR001011
 Foreign Passport,10,7,17,Shwegu,MMR001011
 None,3657,17579,21236,Shwegu,MMR001011
 Child under 10 years,3445,15431,18876,Shwegu,MMR001011
 Total,18894,71797,90691,Shwegu,MMR001011
 Citizenship Scrutiny Card (pink),6353,18059,24412,Momauk,MMR001012
 Associate Scrutiny Card (blue),20,47,67,Momauk,MMR001012
 Naturalised Scrutiny Card (green),31,51,82,Momauk,MMR001012
 National Registration Card (3-fold),38,469,507,Momauk,MMR001012
 Religious card,47,108,155,Momauk,MMR001012
 Temporary Registration Card (white),31,157,188,Momauk,MMR001012
 Foreign Registration Card (FRC),-,1,1,Momauk,MMR001012
 Foreign Passport,2,51,53,Momauk,MMR001012
 None,1660,5800,7460,Momauk,MMR001012
 Child under 10 years,2559,6078,8637,Momauk,MMR001012
 Total,10741,30821,41562,Momauk,MMR001012
 Citizenship Scrutiny Card (pink),5653,23768,29421,Mansi,MMR001013
 Associate Scrutiny Card (blue),2,25,27,Mansi,MMR001013
 Naturalised Scrutiny Card (green),5,36,41,Mansi,MMR001013
 National Registration Card (3-fold),22,550,572,Mansi,MMR001013
 Religious card,15,97,112,Mansi,MMR001013
 Temporary Registration Card (white),38,246,284,Mansi,MMR001013
 Foreign Passport,1,5,6,Mansi,MMR001013
 None,678,10727,11405,Mansi,MMR001013
 Child under 10 years,1732,9345,11077,Mansi,MMR001013
 Total,8146,44799,52945,Mansi,MMR001013
 Citizenship Scrutiny Card (pink),1225,1432,2657,Myohla(ST),MMR001011
 Naturalised Scrutiny Card (green),2,4,6,Myohla(ST),MMR001011
 National Registration Card (3-fold),7,3,10,Myohla(ST),MMR001011
 Religious card,3,10,13,Myohla(ST),MMR001011
 Temporary Registration Card (white),1,3,4,Myohla(ST),MMR001011
 None,138,304,442,Myohla(ST),MMR001011
 Child under 10 years,452,509,961,Myohla(ST),MMR001011
 Total,1828,2265,4093,Myohla(ST),MMR001011
 Citizenship Scrutiny Card (pink),5230,1069,6299,Lwe`ge`(ST),MMR001012
 Associate Scrutiny Card (blue),6,18,24,Lwe`ge`(ST),MMR001012
 Naturalised Scrutiny Card (green),116,20,136,Lwe`ge`(ST),MMR001012
 National Registration Card (3-fold),31,1,32,Lwe`ge`(ST),MMR001012
 Religious card,9,1,10,Lwe`ge`(ST),MMR001012
 Temporary Registration Card (white),26,-,26,Lwe`ge`(ST),MMR001012
 Foreign Registration Card (FRC),1,45,46,Lwe`ge`(ST),MMR001012
 Foreign Passport,15,-,15,Lwe`ge`(ST),MMR001012
 None,1283,241,1524,Lwe`ge`(ST),MMR001012
 Child under 10 years,1658,269,1927,Lwe`ge`(ST),MMR001012
 Total,8375,1664,10039,Lwe`ge`(ST),MMR001012
 Citizenship Scrutiny Card (pink),1285,6036,7321,Dotphoneyan(ST),MMR001012
 Naturalised Scrutiny Card (green),1,8,9,Dotphoneyan(ST),MMR001012
 National Registration Card (3-fold),10,58,68,Dotphoneyan(ST),MMR001012
 Religious card,2,34,36,Dotphoneyan(ST),MMR001012
 Temporary Registration Card (white),6,32,38,Dotphoneyan(ST),MMR001012
 None,239,1274,1513,Dotphoneyan(ST),MMR001012
 Child under 10 years,338,1990,2328,Dotphoneyan(ST),MMR001012
 Total,1881,9432,11313,Dotphoneyan(ST),MMR001012
 Citizenship Scrutiny Card (pink),10436,23969,34405,Putao,MMR001014
 Associate Scrutiny Card (blue),22,17,39,Putao,MMR001014
 Naturalised Scrutiny Card (green),14,18,32,Putao,MMR001014
 National Registration Card (3-fold),12,156,168,Putao,MMR001014
 Religious card,16,20,36,Putao,MMR001014
 Temporary Registration Card (white),6,272,278,Putao,MMR001014
 Foreign Registration Card (FRC),1,-,1,Putao,MMR001014
 Foreign Passport,9,13,22,Putao,MMR001014
 None,2027,8170,10197,Putao,MMR001014
 Child under 10 years,3435,12462,15897,Putao,MMR001014
 Total,15978,45097,61075,Putao,MMR001014
 Citizenship Scrutiny Card (pink),735,708,1443,Sumprabum,MMR001015
 Naturalised Scrutiny Card (green),-,3,3,Sumprabum,MMR001015
 National Registration Card (3-fold),2,5,7,Sumprabum,MMR001015
 Religious card,1,1,2,Sumprabum,MMR001015
 Temporary Registration Card (white),2,29,31,Sumprabum,MMR001015
 None,155,261,416,Sumprabum,MMR001015
 Child under 10 years,242,402,644,Sumprabum,MMR001015
 Total,1137,1409,2546,Sumprabum,MMR001015
 Citizenship Scrutiny Card (pink),1669,3922,5591,Machanbaw,MMR001016
 Associate Scrutiny Card (blue),1,1,2,Machanbaw,MMR001016
 Naturalised Scrutiny Card (green),-,5,5,Machanbaw,MMR001016
 National Registration Card (3-fold),2,5,7,Machanbaw,MMR001016
 Religious card,1,8,9,Machanbaw,MMR001016
 Temporary Registration Card (white),3,4,7,Machanbaw,MMR001016
 Foreign Registration Card (FRC),1,-,1,Machanbaw,MMR001016
 Foreign Passport,-,3,3,Machanbaw,MMR001016
 None,132,674,806,Machanbaw,MMR001016
 Child under 10 years,506,1921,2427,Machanbaw,MMR001016
 Total,2315,6543,8858,Machanbaw,MMR001016
 Citizenship Scrutiny Card (pink),307,7559,7866,Khaunglanphoo,MMR001018
 Associate Scrutiny Card (blue),-,4,4,Khaunglanphoo,MMR001018
 Naturalised Scrutiny Card (green),-,9,9,Khaunglanphoo,MMR001018
 National Registration Card (3-fold),-,9,9,Khaunglanphoo,MMR001018
 Foreign Registration Card (FRC),-,1,1,Khaunglanphoo,MMR001018
 Foreign Passport,-,5,5,Khaunglanphoo,MMR001018
 None,22,1578,1600,Khaunglanphoo,MMR001018
 Child under 10 years,121,2040,2161,Khaunglanphoo,MMR001018
 Total,450,11205,11655,Khaunglanphoo,MMR001018
 Citizenship Scrutiny Card (pink),1473,2177,3650,Naungmoon,MMR001017
 National Registration Card (3-fold),-,6,6,Naungmoon,MMR001017
 None,120,146,266,Naungmoon,MMR001017
 Child under 10 years,518,925,1443,Naungmoon,MMR001017
 Total,2111,3254,5365,Naungmoon,MMR001017
 Citizenship Scrutiny Card (pink),84,867,951,Pannandin(ST),MMR001017
 National Registration Card (3-fold),2,122,124,Pannandin(ST),MMR001017
 None,-,148,148,Pannandin(ST),MMR001017
 Child under 10 years,39,496,535,Pannandin(ST),MMR001017
 Total,125,1633,1758,Pannandin(ST),MMR001017
 Citizenship Scrutiny Card (pink),38543,53794,92337,Loikaw,MMR002001
 Associate Scrutiny Card (blue),107,62,169,Loikaw,MMR002001
 Naturalised Scrutiny Card (green),176,183,359,Loikaw,MMR002001
 National Registration Card (3-fold),419,352,771,Loikaw,MMR002001
 Religious card,256,209,465,Loikaw,MMR002001
 Temporary Registration Card (white),26,38,64,Loikaw,MMR002001
 Foreign Registration Card (FRC),9,5,14,Loikaw,MMR002001
 Foreign Passport,12,34,46,Loikaw,MMR002001
 None,3173,4464,7637,Loikaw,MMR002001
 Child under 10 years,8628,17911,26539,Loikaw,MMR002001
 Total,51349,77052,128401,Loikaw,MMR002001
 Citizenship Scrutiny Card (pink),3965,48768,52733,Dimawso,MMR002002
 Associate Scrutiny Card (blue),1,40,41,Dimawso,MMR002002
 Naturalised Scrutiny Card (green),3,144,147,Dimawso,MMR002002
 National Registration Card (3-fold),9,127,136,Dimawso,MMR002002
 Religious card,2,82,84,Dimawso,MMR002002
 Temporary Registration Card (white),-,20,20,Dimawso,MMR002002
 Foreign Registration Card (FRC),1,16,17,Dimawso,MMR002002
 Foreign Passport,-,8,8,Dimawso,MMR002002
 None,246,5009,5255,Dimawso,MMR002002
 Child under 10 years,1394,19366,20760,Dimawso,MMR002002
 Total,5621,73580,79201,Dimawso,MMR002002
 Citizenship Scrutiny Card (pink),3179,16164,19343,Phruso,MMR002003
 Associate Scrutiny Card (blue),-,2,2,Phruso,MMR002003
 Naturalised Scrutiny Card (green),-,10,10,Phruso,MMR002003
 National Registration Card (3-fold),6,59,65,Phruso,MMR002003
 Religious card,12,20,32,Phruso,MMR002003
 Foreign Registration Card (FRC),-,1,1,Phruso,MMR002003
 None,131,1796,1927,Phruso,MMR002003
 Child under 10 years,912,7082,7994,Phruso,MMR002003
 Total,4240,25134,29374,Phruso,MMR002003
 Citizenship Scrutiny Card (pink),1269,3510,4779,Shardaw,MMR002004
 Naturalised Scrutiny Card (green),-,3,3,Shardaw,MMR002004
 National Registration Card (3-fold),3,7,10,Shardaw,MMR002004
 Religious card,4,7,11,Shardaw,MMR002004
 Temporary Registration Card (white),2,2,4,Shardaw,MMR002004
 None,32,184,216,Shardaw,MMR002004
 Child under 10 years,263,1456,1719,Shardaw,MMR002004
 Total,1573,5169,6742,Shardaw,MMR002004
 Citizenship Scrutiny Card (pink),3289,3245,6534,Bawlakhe,MMR002005
 Naturalised Scrutiny Card (green),3,-,3,Bawlakhe,MMR002005
 National Registration Card (3-fold),16,6,22,Bawlakhe,MMR002005
 Religious card,4,12,16,Bawlakhe,MMR002005
 Temporary Registration Card (white),4,1,5,Bawlakhe,MMR002005
 None,152,124,276,Bawlakhe,MMR002005
 Child under 10 years,678,946,1624,Bawlakhe,MMR002005
 Total,4146,4334,8480,Bawlakhe,MMR002005
 Citizenship Scrutiny Card (pink),2425,13568,15993,Parsaung,MMR002006
 Associate Scrutiny Card (blue),-,8,8,Parsaung,MMR002006
 Naturalised Scrutiny Card (green),2,47,49,Parsaung,MMR002006
 National Registration Card (3-fold),9,351,360,Parsaung,MMR002006
 Religious card,10,9,19,Parsaung,MMR002006
 Temporary Registration Card (white),1,19,20,Parsaung,MMR002006
 Foreign Registration Card (FRC),1,9,10,Parsaung,MMR002006
 Foreign Passport,-,13,13,Parsaung,MMR002006
 None,107,3237,3344,Parsaung,MMR002006
 Child under 10 years,593,5185,5778,Parsaung,MMR002006
 Total,3148,22446,25594,Parsaung,MMR002006
 Citizenship Scrutiny Card (pink),794,3525,4319,Meisi,MMR002007
 Associate Scrutiny Card (blue),1,1,2,Meisi,MMR002007
 Naturalised Scrutiny Card (green),-,2,2,Meisi,MMR002007
 National Registration Card (3-fold),2,9,11,Meisi,MMR002007
 Religious card,11,14,25,Meisi,MMR002007
 Foreign Registration Card (FRC),-,2,2,Meisi,MMR002007
 Foreign Passport,-,3,3,Meisi,MMR002007
 None,42,416,458,Meisi,MMR002007
 Child under 10 years,163,1334,1497,Meisi,MMR002007
 Total,1013,5306,6319,Meisi,MMR002007
 Citizenship Scrutiny Card (pink),1018,877,1895,Ywathit(ST),MMR002005
 Naturalised Scrutiny Card (green),1,1,2,Ywathit(ST),MMR002005
 National Registration Card (3-fold),5,1,6,Ywathit(ST),MMR002005
 Religious card,6,2,8,Ywathit(ST),MMR002005
 Foreign Registration Card (FRC),2,3,5,Ywathit(ST),MMR002005
 Foreign Passport,-,6,6,Ywathit(ST),MMR002005
 None,56,69,125,Ywathit(ST),MMR002005
 Child under 10 years,240,229,469,Ywathit(ST),MMR002005
 Total,1328,1188,2516,Ywathit(ST),MMR002005
 Citizenship Scrutiny Card (pink),44861,150905,195766,Hpa-an,MMR003001
 Associate Scrutiny Card (blue),20,178,198,Hpa-an,MMR003001
 Naturalised Scrutiny Card (green),395,2801,3196,Hpa-an,MMR003001
 National Registration Card (3-fold),1414,3331,4745,Hpa-an,MMR003001
 Religious card,409,1462,1871,Hpa-an,MMR003001
 Temporary Registration Card (white),342,1584,1926,Hpa-an,MMR003001
 Foreign Registration Card (FRC),2,11,13,Hpa-an,MMR003001
 Foreign Passport,50,93,143,Hpa-an,MMR003001
 None,14864,104245,119109,Hpa-an,MMR003001
 Child under 10 years,12784,81824,94608,Hpa-an,MMR003001
 Total,75141,346434,421575,Hpa-an,MMR003001
 Citizenship Scrutiny Card (pink),6346,57088,63434,Hlaingbwe,MMR003002
 Associate Scrutiny Card (blue),3,44,47,Hlaingbwe,MMR003002
 Naturalised Scrutiny Card (green),63,607,670,Hlaingbwe,MMR003002
 National Registration Card (3-fold),249,950,1199,Hlaingbwe,MMR003002
 Religious card,18,422,440,Hlaingbwe,MMR003002
 Temporary Registration Card (white),56,334,390,Hlaingbwe,MMR003002
 Foreign Registration Card (FRC),-,7,7,Hlaingbwe,MMR003002
 Foreign Passport,-,81,81,Hlaingbwe,MMR003002
 None,2579,47965,50544,Hlaingbwe,MMR003002
 Child under 10 years,2197,36535,38732,Hlaingbwe,MMR003002
 Total,11511,144033,155544,Hlaingbwe,MMR003002
 Citizenship Scrutiny Card (pink),10798,8328,19126,Thandaunggyi,MMR003004
 Associate Scrutiny Card (blue),10,9,19,Thandaunggyi,MMR003004
 Naturalised Scrutiny Card (green),26,34,60,Thandaunggyi,MMR003004
 National Registration Card (3-fold),78,59,137,Thandaunggyi,MMR003004
 Religious card,12,7,19,Thandaunggyi,MMR003004
 Temporary Registration Card (white),54,48,102,Thandaunggyi,MMR003004
 Foreign Passport,-,2,2,Thandaunggyi,MMR003004
 None,1585,2184,3769,Thandaunggyi,MMR003004
 Child under 10 years,3493,3482,6975,Thandaunggyi,MMR003004
 Total,16056,14153,30209,Thandaunggyi,MMR003004
 Citizenship Scrutiny Card (pink),2221,28165,30386,Paingkyon(ST),MMR003002
 Associate Scrutiny Card (blue),1,18,19,Paingkyon(ST),MMR003002
 Naturalised Scrutiny Card (green),1,48,49,Paingkyon(ST),MMR003002
 National Registration Card (3-fold),43,555,598,Paingkyon(ST),MMR003002
 Religious card,25,243,268,Paingkyon(ST),MMR003002
 Temporary Registration Card (white),2,127,129,Paingkyon(ST),MMR003002
 Foreign Registration Card (FRC),-,2,2,Paingkyon(ST),MMR003002
 Foreign Passport,-,15,15,Paingkyon(ST),MMR003002
 None,805,33637,34442,Paingkyon(ST),MMR003002
 Child under 10 years,976,21720,22696,Paingkyon(ST),MMR003002
 Total,4074,84530,88604,Paingkyon(ST),MMR003002
 Citizenship Scrutiny Card (pink),311,5995,6306,Shan Ywathit(ST),MMR003002
 Associate Scrutiny Card (blue),-,4,4,Shan Ywathit(ST),MMR003002
 National Registration Card (3-fold),-,1,1,Shan Ywathit(ST),MMR003002
 Religious card,1,10,11,Shan Ywathit(ST),MMR003002
 Temporary Registration Card (white),1,4,5,Shan Ywathit(ST),MMR003002
 Foreign Passport,-,4,4,Shan Ywathit(ST),MMR003002
 None,100,9088,9188,Shan Ywathit(ST),MMR003002
 Child under 10 years,118,6098,6216,Shan Ywathit(ST),MMR003002
 Total,531,21204,21735,Shan Ywathit(ST),MMR003002
 Citizenship Scrutiny Card (pink),2253,21803,24056,Leiktho(ST),MMR003004
 Associate Scrutiny Card (blue),-,23,23,Leiktho(ST),MMR003004
 Naturalised Scrutiny Card (green),1,102,103,Leiktho(ST),MMR003004
 National Registration Card (3-fold),7,584,591,Leiktho(ST),MMR003004
 Religious card,-,63,63,Leiktho(ST),MMR003004
 Temporary Registration Card (white),4,405,409,Leiktho(ST),MMR003004
 Foreign Passport,-,6,6,Leiktho(ST),MMR003004
 None,181,9567,9748,Leiktho(ST),MMR003004
 Child under 10 years,647,12960,13607,Leiktho(ST),MMR003004
 Total,3093,45513,48606,Leiktho(ST),MMR003004
 Citizenship Scrutiny Card (pink),1535,8023,9558,Bawgali(ST),MMR003004
 Associate Scrutiny Card (blue),-,2,2,Bawgali(ST),MMR003004
 Naturalised Scrutiny Card (green),-,14,14,Bawgali(ST),MMR003004
 National Registration Card (3-fold),1,77,78,Bawgali(ST),MMR003004
 Religious card,1,6,7,Bawgali(ST),MMR003004
 Temporary Registration Card (white),7,85,92,Bawgali(ST),MMR003004
 Foreign Passport,-,4,4,Bawgali(ST),MMR003004
 None,138,3127,3265,Bawgali(ST),MMR003004
 Child under 10 years,317,3900,4217,Bawgali(ST),MMR003004
 Total,1999,15238,17237,Bawgali(ST),MMR003004
 Citizenship Scrutiny Card (pink),2109,4294,6403,Pharpon,MMR003003
 Associate Scrutiny Card (blue),2,3,5,Pharpon,MMR003003
 Naturalised Scrutiny Card (green),4,9,13,Pharpon,MMR003003
 National Registration Card (3-fold),22,21,43,Pharpon,MMR003003
 Religious card,13,25,38,Pharpon,MMR003003
 Temporary Registration Card (white),4,6,10,Pharpon,MMR003003
 None,540,4065,4605,Pharpon,MMR003003
 Child under 10 years,634,2439,3073,Pharpon,MMR003003
