Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Naturalised Scrutiny Card (green),83,73,156,Hsadone(ST),MMR001002
 National Registration Card (3-fold),17,27,44,Hsadone(ST),MMR001002
 Religious card,-,1,1,Hsadone(ST),MMR001002
 Temporary Registration Card (white),33,42,75,Hsadone(ST),MMR001002
 Foreign Registration Card (FRC),11,9,20,Hsadone(ST),MMR001002
 Foreign Passport,92,23,115,Hsadone(ST),MMR001002
 None,1169,1172,2341,Hsadone(ST),MMR001002
 Child under 10 years,1246,1222,2468,Hsadone(ST),MMR001002
 Total,5239,5257,10496,Hsadone(ST),MMR001002
 Citizenship Scrutiny Card (pink),1582,1513,3095,Kanpaikti(ST),MMR001002
 Associate Scrutiny Card (blue),5,3,8,Kanpaikti(ST),MMR001002
 Naturalised Scrutiny Card (green),175,143,318,Kanpaikti(ST),MMR001002
 National Registration Card (3-fold),41,26,67,Kanpaikti(ST),MMR001002
 Temporary Registration Card (white),39,39,78,Kanpaikti(ST),MMR001002
 Foreign Registration Card (FRC),7,3,10,Kanpaikti(ST),MMR001002
 Foreign Passport,101,18,119,Kanpaikti(ST),MMR001002
 None,1649,1449,3098,Kanpaikti(ST),MMR001002
 Child under 10 years,929,960,1889,Kanpaikti(ST),MMR001002
 Total,4528,4154,8682,Kanpaikti(ST),MMR001002
 Citizenship Scrutiny Card (pink),3800,3001,6801,Shinbwayyan(ST),MMR001004
 Naturalised Scrutiny Card (green),6,1,7,Shinbwayyan(ST),MMR001004
 National Registration Card (3-fold),75,49,124,Shinbwayyan(ST),MMR001004
 Religious card,16,3,19,Shinbwayyan(ST),MMR001004
 Temporary Registration Card (white),29,20,49,Shinbwayyan(ST),MMR001004
 Foreign Registration Card (FRC),-,2,2,Shinbwayyan(ST),MMR001004
 Foreign Passport,1,-,1,Shinbwayyan(ST),MMR001004
 None,895,807,1702,Shinbwayyan(ST),MMR001004
 Child under 10 years,1384,1364,2748,Shinbwayyan(ST),MMR001004
 Total,6206,5247,11453,Shinbwayyan(ST),MMR001004
 Citizenship Scrutiny Card (pink),1800,1575,3375,Panwa(ST),MMR001005
 Naturalised Scrutiny Card (green),4,2,6,Panwa(ST),MMR001005
 National Registration Card (3-fold),11,16,27,Panwa(ST),MMR001005
 Religious card,2,-,2,Panwa(ST),MMR001005
 Temporary Registration Card (white),6,4,10,Panwa(ST),MMR001005
 Foreign Registration Card (FRC),39,20,59,Panwa(ST),MMR001005
 Foreign Passport,16,12,28,Panwa(ST),MMR001005
 None,1471,1446,2917,Panwa(ST),MMR001005
 Child under 10 years,1120,1192,2312,Panwa(ST),MMR001005
 Total,4469,4267,8736,Panwa(ST),MMR001005
 Citizenship Scrutiny Card (pink),45098,49821,94919,Mohnyin,MMR001007
 Associate Scrutiny Card (blue),93,71,164,Mohnyin,MMR001007
 Naturalised Scrutiny Card (green),217,120,337,Mohnyin,MMR001007
 National Registration Card (3-fold),573,800,1373,Mohnyin,MMR001007
 Religious card,883,98,981,Mohnyin,MMR001007
 Temporary Registration Card (white),348,285,633,Mohnyin,MMR001007
 Foreign Registration Card (FRC),4,5,9,Mohnyin,MMR001007
 Foreign Passport,19,11,30,Mohnyin,MMR001007
 None,15373,15064,30437,Mohnyin,MMR001007
 Child under 10 years,16187,15528,31715,Mohnyin,MMR001007
 Total,78795,81803,160598,Mohnyin,MMR001007
 Citizenship Scrutiny Card (pink),34714,41296,76010,Mogaung,MMR001008
 Associate Scrutiny Card (blue),106,129,235,Mogaung,MMR001008
 Naturalised Scrutiny Card (green),132,154,286,Mogaung,MMR001008
 National Registration Card (3-fold),248,450,698,Mogaung,MMR001008
 Religious card,395,55,450,Mogaung,MMR001008
 Temporary Registration Card (white),196,214,410,Mogaung,MMR001008
 Foreign Registration Card (FRC),13,17,30,Mogaung,MMR001008
 Foreign Passport,11,10,21,Mogaung,MMR001008
 None,13502,13373,26875,Mogaung,MMR001008
 Child under 10 years,14184,13409,27593,Mogaung,MMR001008
 Total,63501,69107,132608,Mogaung,MMR001008
 Citizenship Scrutiny Card (pink),147930,65893,213823,Phakant,MMR001009
 Associate Scrutiny Card (blue),178,76,254,Phakant,MMR001009
 Naturalised Scrutiny Card (green),820,205,1025,Phakant,MMR001009
 National Registration Card (3-fold),1762,1147,2909,Phakant,MMR001009
 Religious card,487,138,625,Phakant,MMR001009
 Temporary Registration Card (white),2336,2091,4427,Phakant,MMR001009
 Foreign Registration Card (FRC),13,8,21,Phakant,MMR001009
 Foreign Passport,24,20,44,Phakant,MMR001009
 None,25364,20469,45833,Phakant,MMR001009
 Child under 10 years,22119,21198,43317,Phakant,MMR001009
 Total,201033,111245,312278,Phakant,MMR001009
 Citizenship Scrutiny Card (pink),14023,17513,31536,Hopin(ST),MMR001007
 Associate Scrutiny Card (blue),22,44,66,Hopin(ST),MMR001007
 Naturalised Scrutiny Card (green),59,74,133,Hopin(ST),MMR001007
 National Registration Card (3-fold),73,124,197,Hopin(ST),MMR001007
 Religious card,254,35,289,Hopin(ST),MMR001007
 Temporary Registration Card (white),95,114,209,Hopin(ST),MMR001007
 Foreign Registration Card (FRC),8,5,13,Hopin(ST),MMR001007
 Foreign Passport,-,1,1,Hopin(ST),MMR001007
 None,3576,3487,7063,Hopin(ST),MMR001007
 Child under 10 years,4693,4494,9187,Hopin(ST),MMR001007
 Total,22803,25891,48694,Hopin(ST),MMR001007
 Citizenship Scrutiny Card (pink),5253,5231,10484,Kamine(ST),MMR001009
 Associate Scrutiny Card (blue),4,3,7,Kamine(ST),MMR001009
 Naturalised Scrutiny Card (green),17,13,30,Kamine(ST),MMR001009
 National Registration Card (3-fold),56,72,128,Kamine(ST),MMR001009
 Religious card,51,3,54,Kamine(ST),MMR001009
 Temporary Registration Card (white),82,85,167,Kamine(ST),MMR001009
 Foreign Passport,1,-,1,Kamine(ST),MMR001009
 None,1862,1964,3826,Kamine(ST),MMR001009
 Child under 10 years,2364,2369,4733,Kamine(ST),MMR001009
 Total,9690,9740,19430,Kamine(ST),MMR001009
 Citizenship Scrutiny Card (pink),39226,42429,81655,Bhamo,MMR001010
 Associate Scrutiny Card (blue),55,61,116,Bhamo,MMR001010
 Naturalised Scrutiny Card (green),166,126,292,Bhamo,MMR001010
 National Registration Card (3-fold),258,494,752,Bhamo,MMR001010
 Religious card,564,189,753,Bhamo,MMR001010
 Temporary Registration Card (white),494,648,1142,Bhamo,MMR001010
 Foreign Registration Card (FRC),14,15,29,Bhamo,MMR001010
 Foreign Passport,23,19,42,Bhamo,MMR001010
 None,12381,12210,24591,Bhamo,MMR001010
 Child under 10 years,13537,12968,26505,Bhamo,MMR001010
 Total,66718,69159,135877,Bhamo,MMR001010
 Citizenship Scrutiny Card (pink),23948,25307,49255,Shwegu,MMR001011
 Associate Scrutiny Card (blue),24,29,53,Shwegu,MMR001011
 Naturalised Scrutiny Card (green),72,55,127,Shwegu,MMR001011
 National Registration Card (3-fold),107,156,263,Shwegu,MMR001011
 Religious card,318,22,340,Shwegu,MMR001011
 Temporary Registration Card (white),232,282,514,Shwegu,MMR001011
 Foreign Registration Card (FRC),2,8,10,Shwegu,MMR001011
 Foreign Passport,13,4,17,Shwegu,MMR001011
 None,10786,10450,21236,Shwegu,MMR001011
 Child under 10 years,9560,9316,18876,Shwegu,MMR001011
 Total,45062,45629,90691,Shwegu,MMR001011
 Citizenship Scrutiny Card (pink),11832,12580,24412,Momauk,MMR001012
 Associate Scrutiny Card (blue),47,20,67,Momauk,MMR001012
 Naturalised Scrutiny Card (green),50,32,82,Momauk,MMR001012
 National Registration Card (3-fold),167,340,507,Momauk,MMR001012
 Religious card,96,59,155,Momauk,MMR001012
 Temporary Registration Card (white),63,125,188,Momauk,MMR001012
 Foreign Registration Card (FRC),1,-,1,Momauk,MMR001012
 Foreign Passport,51,2,53,Momauk,MMR001012
 None,3645,3815,7460,Momauk,MMR001012
 Child under 10 years,4296,4341,8637,Momauk,MMR001012
 Total,20248,21314,41562,Momauk,MMR001012
 Citizenship Scrutiny Card (pink),14479,14942,29421,Mansi,MMR001013
 Associate Scrutiny Card (blue),14,13,27,Mansi,MMR001013
 Naturalised Scrutiny Card (green),27,14,41,Mansi,MMR001013
 National Registration Card (3-fold),218,354,572,Mansi,MMR001013
 Religious card,103,9,112,Mansi,MMR001013
 Temporary Registration Card (white),128,156,284,Mansi,MMR001013
 Foreign Passport,3,3,6,Mansi,MMR001013
 None,5559,5846,11405,Mansi,MMR001013
 Child under 10 years,5625,5452,11077,Mansi,MMR001013
 Total,26156,26789,52945,Mansi,MMR001013
 Citizenship Scrutiny Card (pink),1347,1310,2657,Myohla(ST),MMR001011
 Naturalised Scrutiny Card (green),4,2,6,Myohla(ST),MMR001011
 National Registration Card (3-fold),6,4,10,Myohla(ST),MMR001011
 Religious card,11,2,13,Myohla(ST),MMR001011
 Temporary Registration Card (white),-,4,4,Myohla(ST),MMR001011
 None,239,203,442,Myohla(ST),MMR001011
 Child under 10 years,505,456,961,Myohla(ST),MMR001011
 Total,2112,1981,4093,Myohla(ST),MMR001011
 Citizenship Scrutiny Card (pink),3072,3227,6299,Lwe`ge`(ST),MMR001012
 Associate Scrutiny Card (blue),14,10,24,Lwe`ge`(ST),MMR001012
 Naturalised Scrutiny Card (green),63,73,136,Lwe`ge`(ST),MMR001012
 National Registration Card (3-fold),12,20,32,Lwe`ge`(ST),MMR001012
 Religious card,9,1,10,Lwe`ge`(ST),MMR001012
 Temporary Registration Card (white),8,18,26,Lwe`ge`(ST),MMR001012
 Foreign Registration Card (FRC),39,7,46,Lwe`ge`(ST),MMR001012
 Foreign Passport,9,6,15,Lwe`ge`(ST),MMR001012
 None,759,765,1524,Lwe`ge`(ST),MMR001012
 Child under 10 years,980,947,1927,Lwe`ge`(ST),MMR001012
 Total,4965,5074,10039,Lwe`ge`(ST),MMR001012
 Citizenship Scrutiny Card (pink),3725,3596,7321,Dotphoneyan(ST),MMR001012
 Naturalised Scrutiny Card (green),7,2,9,Dotphoneyan(ST),MMR001012
 National Registration Card (3-fold),23,45,68,Dotphoneyan(ST),MMR001012
 Religious card,33,3,36,Dotphoneyan(ST),MMR001012
 Temporary Registration Card (white),16,22,38,Dotphoneyan(ST),MMR001012
 None,803,710,1513,Dotphoneyan(ST),MMR001012
 Child under 10 years,1209,1119,2328,Dotphoneyan(ST),MMR001012
 Total,5816,5497,11313,Dotphoneyan(ST),MMR001012
 Citizenship Scrutiny Card (pink),16764,17641,34405,Putao,MMR001014
 Associate Scrutiny Card (blue),17,22,39,Putao,MMR001014
 Naturalised Scrutiny Card (green),18,14,32,Putao,MMR001014
 National Registration Card (3-fold),67,101,168,Putao,MMR001014
 Religious card,34,2,36,Putao,MMR001014
 Temporary Registration Card (white),145,133,278,Putao,MMR001014
 Foreign Registration Card (FRC),1,-,1,Putao,MMR001014
 Foreign Passport,13,9,22,Putao,MMR001014
 None,5060,5137,10197,Putao,MMR001014
 Child under 10 years,8043,7854,15897,Putao,MMR001014
 Total,30162,30913,61075,Putao,MMR001014
 Citizenship Scrutiny Card (pink),758,685,1443,Sumprabum,MMR001015
 Naturalised Scrutiny Card (green),2,1,3,Sumprabum,MMR001015
 National Registration Card (3-fold),2,5,7,Sumprabum,MMR001015
 Religious card,2,-,2,Sumprabum,MMR001015
 Temporary Registration Card (white),10,21,31,Sumprabum,MMR001015
 None,194,222,416,Sumprabum,MMR001015
 Child under 10 years,323,321,644,Sumprabum,MMR001015
 Total,1291,1255,2546,Sumprabum,MMR001015
 Citizenship Scrutiny Card (pink),2767,2824,5591,Machanbaw,MMR001016
 Associate Scrutiny Card (blue),-,2,2,Machanbaw,MMR001016
 Naturalised Scrutiny Card (green),3,2,5,Machanbaw,MMR001016
 National Registration Card (3-fold),4,3,7,Machanbaw,MMR001016
 Religious card,9,-,9,Machanbaw,MMR001016
 Temporary Registration Card (white),5,2,7,Machanbaw,MMR001016
 Foreign Registration Card (FRC),1,-,1,Machanbaw,MMR001016
 Foreign Passport,2,1,3,Machanbaw,MMR001016
 None,424,382,806,Machanbaw,MMR001016
 Child under 10 years,1240,1187,2427,Machanbaw,MMR001016
 Total,4455,4403,8858,Machanbaw,MMR001016
 Citizenship Scrutiny Card (pink),4026,3840,7866,Khaunglanphoo,MMR001018
 Associate Scrutiny Card (blue),1,3,4,Khaunglanphoo,MMR001018
 Naturalised Scrutiny Card (green),4,5,9,Khaunglanphoo,MMR001018
 National Registration Card (3-fold),5,4,9,Khaunglanphoo,MMR001018
 Foreign Registration Card (FRC),1,-,1,Khaunglanphoo,MMR001018
 Foreign Passport,1,4,5,Khaunglanphoo,MMR001018
 None,777,823,1600,Khaunglanphoo,MMR001018
 Child under 10 years,1040,1121,2161,Khaunglanphoo,MMR001018
 Total,5855,5800,11655,Khaunglanphoo,MMR001018
 Citizenship Scrutiny Card (pink),1813,1837,3650,Naungmoon,MMR001017
 National Registration Card (3-fold),1,5,6,Naungmoon,MMR001017
 None,138,128,266,Naungmoon,MMR001017
 Child under 10 years,737,706,1443,Naungmoon,MMR001017
 Total,2689,2676,5365,Naungmoon,MMR001017
 Citizenship Scrutiny Card (pink),524,427,951,Pannandin(ST),MMR001017
 National Registration Card (3-fold),63,61,124,Pannandin(ST),MMR001017
 None,69,79,148,Pannandin(ST),MMR001017
 Child under 10 years,258,277,535,Pannandin(ST),MMR001017
 Total,914,844,1758,Pannandin(ST),MMR001017
 Citizenship Scrutiny Card (pink),44374,47963,92337,Loikaw,MMR002001
 Associate Scrutiny Card (blue),78,91,169,Loikaw,MMR002001
 Naturalised Scrutiny Card (green),208,151,359,Loikaw,MMR002001
 National Registration Card (3-fold),403,368,771,Loikaw,MMR002001
 Religious card,396,69,465,Loikaw,MMR002001
 Temporary Registration Card (white),32,32,64,Loikaw,MMR002001
 Foreign Registration Card (FRC),6,8,14,Loikaw,MMR002001
 Foreign Passport,42,4,46,Loikaw,MMR002001
 None,4188,3449,7637,Loikaw,MMR002001
 Child under 10 years,13382,13157,26539,Loikaw,MMR002001
 Total,63109,65292,128401,Loikaw,MMR002001
 Citizenship Scrutiny Card (pink),25421,27312,52733,Dimawso,MMR002002
 Associate Scrutiny Card (blue),20,21,41,Dimawso,MMR002002
 Naturalised Scrutiny Card (green),75,72,147,Dimawso,MMR002002
 National Registration Card (3-fold),41,95,136,Dimawso,MMR002002
 Religious card,66,18,84,Dimawso,MMR002002
 Temporary Registration Card (white),10,10,20,Dimawso,MMR002002
 Foreign Registration Card (FRC),7,10,17,Dimawso,MMR002002
 Foreign Passport,6,2,8,Dimawso,MMR002002
 None,2607,2648,5255,Dimawso,MMR002002
 Child under 10 years,10683,10077,20760,Dimawso,MMR002002
 Total,38936,40265,79201,Dimawso,MMR002002
 Citizenship Scrutiny Card (pink),9505,9838,19343,Phruso,MMR002003
 Associate Scrutiny Card (blue),-,2,2,Phruso,MMR002003
 Naturalised Scrutiny Card (green),8,2,10,Phruso,MMR002003
 National Registration Card (3-fold),23,42,65,Phruso,MMR002003
 Religious card,14,18,32,Phruso,MMR002003
 Foreign Registration Card (FRC),1,-,1,Phruso,MMR002003
 None,876,1051,1927,Phruso,MMR002003
 Child under 10 years,4010,3984,7994,Phruso,MMR002003
 Total,14437,14937,29374,Phruso,MMR002003
 Citizenship Scrutiny Card (pink),2401,2378,4779,Shardaw,MMR002004
 Naturalised Scrutiny Card (green),-,3,3,Shardaw,MMR002004
 National Registration Card (3-fold),2,8,10,Shardaw,MMR002004
 Religious card,9,2,11,Shardaw,MMR002004
 Temporary Registration Card (white),3,1,4,Shardaw,MMR002004
 None,98,118,216,Shardaw,MMR002004
 Child under 10 years,838,881,1719,Shardaw,MMR002004
 Total,3351,3391,6742,Shardaw,MMR002004
 Citizenship Scrutiny Card (pink),3640,2894,6534,Bawlakhe,MMR002005
 Naturalised Scrutiny Card (green),2,1,3,Bawlakhe,MMR002005
 National Registration Card (3-fold),14,8,22,Bawlakhe,MMR002005
 Religious card,16,-,16,Bawlakhe,MMR002005
 Temporary Registration Card (white),5,-,5,Bawlakhe,MMR002005
 None,142,134,276,Bawlakhe,MMR002005
 Child under 10 years,832,792,1624,Bawlakhe,MMR002005
 Total,4651,3829,8480,Bawlakhe,MMR002005
 Citizenship Scrutiny Card (pink),9057,6936,15993,Parsaung,MMR002006
 Associate Scrutiny Card (blue),4,4,8,Parsaung,MMR002006
 Naturalised Scrutiny Card (green),28,21,49,Parsaung,MMR002006
 National Registration Card (3-fold),165,195,360,Parsaung,MMR002006
 Religious card,19,-,19,Parsaung,MMR002006
 Temporary Registration Card (white),11,9,20,Parsaung,MMR002006
 Foreign Registration Card (FRC),3,7,10,Parsaung,MMR002006
 Foreign Passport,10,3,13,Parsaung,MMR002006
 None,1687,1657,3344,Parsaung,MMR002006
 Child under 10 years,2922,2856,5778,Parsaung,MMR002006
 Total,13906,11688,25594,Parsaung,MMR002006
 Citizenship Scrutiny Card (pink),2350,1969,4319,Meisi,MMR002007
 Associate Scrutiny Card (blue),1,1,2,Meisi,MMR002007
 Naturalised Scrutiny Card (green),2,-,2,Meisi,MMR002007
 National Registration Card (3-fold),6,5,11,Meisi,MMR002007
 Religious card,22,3,25,Meisi,MMR002007
 Foreign Registration Card (FRC),2,-,2,Meisi,MMR002007
 Foreign Passport,1,2,3,Meisi,MMR002007
 None,231,227,458,Meisi,MMR002007
 Child under 10 years,787,710,1497,Meisi,MMR002007
 Total,3402,2917,6319,Meisi,MMR002007
 Citizenship Scrutiny Card (pink),1086,809,1895,Ywathit(ST),MMR002005
 Naturalised Scrutiny Card (green),2,-,2,Ywathit(ST),MMR002005
 National Registration Card (3-fold),3,3,6,Ywathit(ST),MMR002005
 Religious card,8,-,8,Ywathit(ST),MMR002005
 Foreign Registration Card (FRC),2,3,5,Ywathit(ST),MMR002005
 Foreign Passport,6,-,6,Ywathit(ST),MMR002005
 None,73,52,125,Ywathit(ST),MMR002005
 Child under 10 years,241,228,469,Ywathit(ST),MMR002005
 Total,1421,1095,2516,Ywathit(ST),MMR002005
 Citizenship Scrutiny Card (pink),94095,101671,195766,Hpa-an,MMR003001
 Associate Scrutiny Card (blue),121,77,198,Hpa-an,MMR003001
 Naturalised Scrutiny Card (green),1335,1861,3196,Hpa-an,MMR003001
 National Registration Card (3-fold),1973,2772,4745,Hpa-an,MMR003001
 Religious card,1680,191,1871,Hpa-an,MMR003001
 Temporary Registration Card (white),873,1053,1926,Hpa-an,MMR003001
 Foreign Registration Card (FRC),7,6,13,Hpa-an,MMR003001
 Foreign Passport,85,58,143,Hpa-an,MMR003001
 None,55611,63498,119109,Hpa-an,MMR003001
 Child under 10 years,48130,46478,94608,Hpa-an,MMR003001
 Total,203910,217665,421575,Hpa-an,MMR003001
 Citizenship Scrutiny Card (pink),30540,32894,63434,Hlaingbwe,MMR003002
 Associate Scrutiny Card (blue),15,32,47,Hlaingbwe,MMR003002
 Naturalised Scrutiny Card (green),261,409,670,Hlaingbwe,MMR003002
 National Registration Card (3-fold),559,640,1199,Hlaingbwe,MMR003002
 Religious card,411,29,440,Hlaingbwe,MMR003002
 Temporary Registration Card (white),177,213,390,Hlaingbwe,MMR003002
 Foreign Registration Card (FRC),3,4,7,Hlaingbwe,MMR003002
 Foreign Passport,45,36,81,Hlaingbwe,MMR003002
 None,24202,26342,50544,Hlaingbwe,MMR003002
 Child under 10 years,19747,18985,38732,Hlaingbwe,MMR003002
 Total,75960,79584,155544,Hlaingbwe,MMR003002
 Citizenship Scrutiny Card (pink),9821,9305,19126,Thandaunggyi,MMR003004
 Associate Scrutiny Card (blue),7,12,19,Thandaunggyi,MMR003004
 Naturalised Scrutiny Card (green),31,29,60,Thandaunggyi,MMR003004
 National Registration Card (3-fold),58,79,137,Thandaunggyi,MMR003004
 Religious card,16,3,19,Thandaunggyi,MMR003004
 Temporary Registration Card (white),33,69,102,Thandaunggyi,MMR003004
 Foreign Passport,-,2,2,Thandaunggyi,MMR003004
 None,1834,1935,3769,Thandaunggyi,MMR003004
 Child under 10 years,3497,3478,6975,Thandaunggyi,MMR003004
 Total,15297,14912,30209,Thandaunggyi,MMR003004
 Citizenship Scrutiny Card (pink),14875,15511,30386,Paingkyon(ST),MMR003002
 Associate Scrutiny Card (blue),13,6,19,Paingkyon(ST),MMR003002
 Naturalised Scrutiny Card (green),38,11,49,Paingkyon(ST),MMR003002
 National Registration Card (3-fold),302,296,598,Paingkyon(ST),MMR003002
 Religious card,254,14,268,Paingkyon(ST),MMR003002
 Temporary Registration Card (white),58,71,129,Paingkyon(ST),MMR003002
 Foreign Registration Card (FRC),2,-,2,Paingkyon(ST),MMR003002
 Foreign Passport,10,5,15,Paingkyon(ST),MMR003002
 None,15739,18703,34442,Paingkyon(ST),MMR003002
 Child under 10 years,11686,11010,22696,Paingkyon(ST),MMR003002
 Total,42977,45627,88604,Paingkyon(ST),MMR003002
 Citizenship Scrutiny Card (pink),3577,2729,6306,Shan Ywathit(ST),MMR003002
 Associate Scrutiny Card (blue),3,1,4,Shan Ywathit(ST),MMR003002
 National Registration Card (3-fold),1,-,1,Shan Ywathit(ST),MMR003002
 Religious card,11,-,11,Shan Ywathit(ST),MMR003002
 Temporary Registration Card (white),3,2,5,Shan Ywathit(ST),MMR003002
 Foreign Passport,1,3,4,Shan Ywathit(ST),MMR003002
 None,4278,4910,9188,Shan Ywathit(ST),MMR003002
 Child under 10 years,3089,3127,6216,Shan Ywathit(ST),MMR003002
 Total,10963,10772,21735,Shan Ywathit(ST),MMR003002
 Citizenship Scrutiny Card (pink),12814,11242,24056,Leiktho(ST),MMR003004
 Associate Scrutiny Card (blue),13,10,23,Leiktho(ST),MMR003004
 Naturalised Scrutiny Card (green),77,26,103,Leiktho(ST),MMR003004
 National Registration Card (3-fold),278,313,591,Leiktho(ST),MMR003004
 Religious card,32,31,63,Leiktho(ST),MMR003004
 Temporary Registration Card (white),118,291,409,Leiktho(ST),MMR003004
 Foreign Passport,2,4,6,Leiktho(ST),MMR003004
 None,4373,5375,9748,Leiktho(ST),MMR003004
 Child under 10 years,6996,6611,13607,Leiktho(ST),MMR003004
 Total,24703,23903,48606,Leiktho(ST),MMR003004
 Citizenship Scrutiny Card (pink),4782,4776,9558,Bawgali(ST),MMR003004
 Associate Scrutiny Card (blue),2,-,2,Bawgali(ST),MMR003004
 Naturalised Scrutiny Card (green),9,5,14,Bawgali(ST),MMR003004
 National Registration Card (3-fold),33,45,78,Bawgali(ST),MMR003004
 Religious card,7,-,7,Bawgali(ST),MMR003004
 Temporary Registration Card (white),35,57,92,Bawgali(ST),MMR003004
 Foreign Passport,1,3,4,Bawgali(ST),MMR003004
 None,1518,1747,3265,Bawgali(ST),MMR003004
 Child under 10 years,2130,2087,4217,Bawgali(ST),MMR003004
 Total,8517,8720,17237,Bawgali(ST),MMR003004
 Citizenship Scrutiny Card (pink),3695,2708,6403,Pharpon,MMR003003
 Associate Scrutiny Card (blue),2,3,5,Pharpon,MMR003003
 Naturalised Scrutiny Card (green),7,6,13,Pharpon,MMR003003
 National Registration Card (3-fold),18,25,43,Pharpon,MMR003003
 Religious card,37,1,38,Pharpon,MMR003003
 Temporary Registration Card (white),7,3,10,Pharpon,MMR003003
 None,2280,2325,4605,Pharpon,MMR003003
 Child under 10 years,1553,1520,3073,Pharpon,MMR003003
